SrNo,CalendarDate,Sales,CategoryByGender,Categories,Brand,Colors,Size,In_Stock,Discount,Customer_Return,Rating
d1573,22/04/19,12007,Women,Boots,Adidas,Blue,39,Yes,No,Yes,1
d1574,23/04/19,11000,Women,Sneakers,Coach,Pink,40,Yes,Yes,No,5
d1575,24/04/19,11178,Women,Stilettos,Kate Spade,Red,40,Yes,No,No,4
d1576,25/04/19,10954,Women,Stilettos,Tommy Hilfiger,White,37,Yes,Yes,No,4
d1577,26/04/19,10486,Women,Boots,Tommy Hilfiger,White,38,Yes,Yes,No,5
d1578,27/04/19,10770,Women,Boots,Tommy Hilfiger,White,41,Yes,No,No,5
d1579,28/04/19,9855,Women,Flip Flops,Coach,Pink,40,Yes,No,No,4
d1580,29/04/19,9720,Women,Flip Flops,Kate Spade,Red,40,Yes,Yes,No,5
d1581,30/04/19,9816,Women,Boots,Aldo,Black,38,Yes,No,No,5
d1582,01/05/19,10118,Women,Stilettos,Coach,Pink,38,Yes,No,No,5
d1583,02/05/19,10412,Women,Stilettos,Kate Spade,Red,41,Yes,No,No,5
d1584,03/05/19,9579,Women,Sneakers,Aldo,Black,41,Yes,No,No,5
d1585,04/05/19,9938,Women,Boots,Adidas,Blue,38,Yes,No,No,4
d1586,05/05/19,9542,Women,Boots,Kate Spade,Red,39,Yes,No,No,4
d1587,06/05/19,10432,Women,Stilettos,Aldo,Black,38,Yes,No,No,5
d1588,07/05/19,9660,Women,Sneakers,Kate Spade,Red,39,Yes,No,No,5
d1589,08/05/19,9583,Women,Boots,Adidas,Blue,38,Yes,No,No,4
d1590,09/05/19,9554,Women,Sneakers,Aldo,Black,41,Yes,Yes,No,5
d1591,10/05/19,10493,Women,Flip Flops,Adidas,Blue,40,Yes,No,No,5
d1592,11/05/19,10160,Women,Flip Flops,Kate Spade,Red,38,Yes,Yes,No,5
d1593,12/05/19,9562,Women,Flip Flops,Adidas,Blue,39,Yes,No,No,5
d1594,13/05/19,9580,Women,Sneakers,Aldo,Black,40,Yes,Yes,No,5
d1595,14/05/19,9519,Women,Sneakers,Tommy Hilfiger,White,41,Yes,Yes,No,5
d1596,15/05/19,9435,Women,Flip Flops,Tommy Hilfiger,White,38,Yes,Yes,No,5
d1597,16/05/19,9164,Women,Flip Flops,Adidas,Blue,38,Yes,No,No,5
d1598,17/05/19,9124,Women,Flip Flops,Aldo,Black,41,Yes,No,No,5
d1599,18/05/19,9135,Women,Sneakers,Adidas,Blue,39,Yes,No,No,5
d1600,19/05/19,9675,Women,Boots,Tommy Hilfiger,White,37,Yes,No,No,4
d1601,20/05/19,9282,Women,Sneakers,Coach,Pink,41,Yes,Yes,No,5
d1602,21/05/19,9484,Women,Flip Flops,Tommy Hilfiger,White,41,Yes,No,No,5
d1603,22/05/19,10045,Women,Boots,Aldo,Black,38,Yes,No,No,4
d1604,23/05/19,10757,Women,Flip Flops,Aldo,Black,39,Yes,Yes,Yes,1
d1605,24/05/19,9031,Women,Stilettos,Adidas,Blue,40,Yes,Yes,No,5
d1606,25/05/19,8528,Women,Stilettos,Kate Spade,Red,39,Yes,No,No,5
d1607,26/05/19,8519,Women,Wedges,Kate Spade,Red,40,Yes,No,No,5
d1608,27/05/19,8509,Women,Stilettos,Aldo,Black,37,Yes,No,No,5
d1609,28/05/19,9183,Women,Flip Flops,Aldo,Black,41,Yes,Yes,No,5
d1610,29/05/19,8624,Women,Boots,Coach,Pink,40,Yes,Yes,No,4
d1611,30/05/19,8578,Women,Stilettos,Tommy Hilfiger,White,37,Yes,Yes,No,5
d1612,31/05/19,9552,Women,Boots,Tommy Hilfiger,White,39,Yes,No,No,5
d1613,01/06/19,9296,Women,Flip Flops,Coach,Pink,41,Yes,No,No,4
d1614,02/06/19,9424,Women,Stilettos,Adidas,Blue,39,Yes,No,Yes,1
d1615,03/06/19,8944,Women,Wedges,Tommy Hilfiger,White,37,Yes,No,Yes,1
d1616,04/06/19,16013,Women,Sneakers,Tommy Hilfiger,White,37,Yes,Yes,No,5
d1617,05/06/19,10695,Women,Boots,Tommy Hilfiger,White,41,Yes,Yes,No,5
d1618,06/06/19,11219,Women,Flip Flops,Coach,Pink,41,Yes,No,No,5
d1619,07/06/19,12956,Women,Boots,Tommy Hilfiger,White,39,Yes,Yes,No,5
d1620,08/06/19,17682,Women,Boots,Kate Spade,Red,38,Yes,No,No,4
d1621,09/06/19,8917,Women,Flip Flops,Adidas,Blue,41,Yes,No,No,4
d1622,10/06/19,9101,Women,Sneakers,Coach,Pink,39,Yes,No,No,5
d1623,11/06/19,8120,Women,Stilettos,Aldo,Black,40,Yes,No,No,4
d1624,12/06/19,8021,Women,Sneakers,Kate Spade,Red,38,Yes,No,No,5
d1625,13/06/19,8731,Women,Sneakers,Tommy Hilfiger,White,40,Yes,Yes,Yes,1
d1626,14/06/19,10460,Women,Flip Flops,Kate Spade,Red,40,Yes,No,No,5
d1627,15/06/19,10864,Women,Stilettos,Tommy Hilfiger,White,40,Yes,No,No,5
d1628,16/06/19,11284,Women,Boots,Tommy Hilfiger,White,41,Yes,No,No,5
d1629,17/06/19,10462,Women,Sneakers,Adidas,Blue,41,Yes,Yes,No,5
d1630,18/06/19,10852,Women,Flip Flops,Adidas,Blue,37,Yes,Yes,No,4
d1631,19/06/19,9976,Women,Sneakers,Adidas,Blue,38,Yes,No,No,4
d1632,20/06/19,10095,Women,Sneakers,Adidas,Blue,40,Yes,No,No,5
d1633,21/06/19,9541,Women,Flip Flops,Adidas,Blue,40,Yes,No,No,4
d1634,22/06/19,10054,Women,Boots,Tommy Hilfiger,White,38,Yes,No,No,5
d1635,23/06/19,9983,Women,Boots,Aldo,Black,39,Yes,Yes,Yes,1
d1636,24/06/19,9909,Women,Sneakers,Adidas,Blue,39,Yes,No,No,5
d1637,25/06/19,10160,Women,Sneakers,Kate Spade,Red,40,Yes,Yes,No,5
d1638,26/06/19,9949,Women,Flip Flops,Coach,Pink,41,Yes,Yes,No,5
d1639,27/06/19,10211,Women,Sneakers,Coach,Pink,38,Yes,No,No,5
d1640,28/06/19,9770,Women,Sneakers,Adidas,Blue,37,Yes,No,Yes,1
d1641,29/06/19,9241,Women,Flip Flops,Tommy Hilfiger,White,37,Yes,No,No,5
d1642,30/06/19,9643,Women,Flip Flops,Coach,Pink,39,Yes,Yes,No,5
d1643,01/07/19,9703,Women,Sneakers,Adidas,Blue,38,Yes,No,No,5
d1644,02/07/19,9969,Women,Flip Flops,Tommy Hilfiger,White,39,Yes,Yes,Yes,1
d1645,03/07/19,9865,Women,Flip Flops,Tommy Hilfiger,White,41,Yes,Yes,Yes,1
d1646,04/07/19,9972,Women,Stilettos,Adidas,Blue,37,Yes,Yes,No,5
d1647,05/07/19,9619,Women,Wedges,Aldo,Black,37,Yes,No,No,5
d1648,06/07/19,9437,Women,Sneakers,Coach,Pink,38,Yes,Yes,No,5
d1649,07/07/19,9360,Women,Boots,Coach,Pink,39,Yes,No,No,5
d1650,08/07/19,9222,Women,Sneakers,Tommy Hilfiger,White,38,Yes,No,Yes,1
d1651,09/07/19,8905,Women,Sneakers,Adidas,Blue,41,Yes,Yes,No,5
d1652,10/07/19,9887,Women,Boots,Kate Spade,Red,37,Yes,No,No,5
d1653,11/07/19,9559,Women,Flip Flops,Adidas,Blue,41,Yes,Yes,No,5
d1654,12/07/19,9668,Women,Sneakers,Adidas,Blue,37,Yes,No,Yes,1
d1655,13/07/19,10175,Women,Stilettos,Kate Spade,Red,41,Yes,Yes,No,4
d1656,14/07/19,10520,Women,Sneakers,Aldo,Black,38,Yes,Yes,Yes,2
d1657,15/07/19,9228,Women,Boots,Tommy Hilfiger,White,39,Yes,No,No,4
d1658,16/07/19,8892,Women,Sneakers,Adidas,Blue,41,Yes,No,No,5
d1659,17/07/19,8716,Women,Flip Flops,Kate Spade,Red,39,Yes,Yes,Yes,1
d1660,18/07/19,8664,Women,Flip Flops,Coach,Pink,38,Yes,No,No,4
d1661,19/07/19,9512,Women,Boots,Coach,Pink,41,Yes,Yes,No,5
d1662,20/07/19,9276,Women,Sneakers,Kate Spade,Red,41,Yes,Yes,Yes,1
d1663,21/07/19,9386,Women,Stilettos,Tommy Hilfiger,White,37,Yes,Yes,No,5
d1664,22/07/19,9909,Women,Flip Flops,Coach,Pink,39,Yes,No,No,4
d1665,23/07/19,10519,Women,Flip Flops,Adidas,Blue,37,Yes,Yes,Yes,2
d1666,24/07/19,10950,Women,Sneakers,Aldo,Black,37,Yes,Yes,No,4
d1667,25/07/19,9706,Women,Boots,Aldo,Black,41,Yes,Yes,No,5
d1668,26/07/19,15919,Women,Flip Flops,Coach,Pink,40,Yes,No,Yes,1
d1669,27/07/19,10713,Women,Boots,Kate Spade,Red,39,Yes,No,No,4
d1670,28/07/19,11896,Women,Stilettos,Coach,Pink,37,Yes,No,No,5
d1671,29/07/19,12934,Women,Flip Flops,Coach,Pink,40,Yes,No,Yes,1
d1672,30/07/19,16176,Women,Stilettos,Aldo,Black,40,Yes,No,No,5
d1673,31/07/19,11116,Women,Sneakers,Aldo,Black,38,Yes,Yes,No,5
d1674,01/08/19,9458,Women,Boots,Aldo,Black,37,Yes,No,No,5
d1675,02/08/19,8654,Women,Boots,Kate Spade,Red,41,Yes,No,Yes,1
d1676,03/08/19,8559,Women,Boots,Kate Spade,Red,41,Yes,No,No,5
d1677,04/08/19,8882,Women,Flip Flops,Adidas,Blue,37,Yes,No,No,5
d1678,05/08/19,10587,Women,Flip Flops,Aldo,Black,41,Yes,No,Yes,3
d1679,06/08/19,11993,Women,Stilettos,Kate Spade,Red,38,Yes,Yes,No,5
d1680,07/08/19,12400,Women,Boots,Coach,Pink,40,Yes,Yes,No,5
d1681,08/08/19,11120,Women,Boots,Aldo,Black,41,Yes,Yes,No,5
d1682,09/08/19,11476,Women,Boots,Adidas,Blue,38,Yes,No,No,5
d1683,10/08/19,11132,Women,Flip Flops,Kate Spade,Red,37,Yes,Yes,No,5
d1684,11/08/19,10884,Women,Stilettos,Coach,Pink,39,Yes,Yes,No,5
d1685,12/08/19,10454,Women,Stilettos,Kate Spade,Red,40,Yes,No,Yes,1
d1686,13/08/19,10253,Women,Boots,Kate Spade,Red,39,Yes,Yes,No,5
d1687,14/08/19,11287,Women,Boots,Adidas,Blue,40,Yes,No,No,5
d1688,15/08/19,10838,Women,Sneakers,Kate Spade,Red,40,Yes,No,Yes,3
d1689,16/08/19,10064,Women,Flip Flops,Aldo,Black,39,Yes,No,No,5
d1690,17/08/19,10042,Women,Flip Flops,Adidas,Blue,38,Yes,No,No,5
d1691,18/08/19,10734,Women,Sneakers,Coach,Pink,37,Yes,Yes,No,5
d1692,19/08/19,10419,Women,Boots,Aldo,Black,39,Yes,No,No,5
d1693,20/08/19,10204,Women,Sneakers,Kate Spade,Red,38,Yes,No,No,4
d1694,21/08/19,9915,Women,Wedges,Tommy Hilfiger,White,41,Yes,No,No,5
d1695,22/08/19,9813,Women,Sneakers,Tommy Hilfiger,White,41,Yes,Yes,No,5
d1696,23/08/19,10862,Women,Boots,Aldo,Black,40,Yes,No,No,5
d1697,24/08/19,10195,Women,Stilettos,Kate Spade,Red,38,Yes,Yes,No,5
d1698,25/08/19,9813,Women,Flip Flops,Adidas,Blue,38,Yes,No,Yes,2
d1699,26/08/19,9431,Women,Wedges,Coach,Pink,39,Yes,Yes,No,5
d1700,27/08/19,10148,Women,Boots,Tommy Hilfiger,White,40,Yes,No,Yes,1
d1701,28/08/19,9603,Women,Wedges,Adidas,Blue,37,Yes,No,Yes,2
d1702,29/08/19,9415,Women,Sneakers,Kate Spade,Red,39,Yes,No,No,4
d1703,30/08/19,9169,Women,Sneakers,Coach,Pink,39,Yes,No,No,4
d1704,31/08/19,9586,Women,Boots,Aldo,Black,40,Yes,No,No,5
d1705,01/09/19,9846,Women,Stilettos,Adidas,Blue,37,Yes,No,No,5
d1706,02/09/19,10050,Women,Boots,Tommy Hilfiger,White,41,Yes,Yes,No,5
d1707,03/09/19,10481,Women,Stilettos,Kate Spade,Red,38,Yes,Yes,No,5
d1708,04/09/19,10619,Women,Sneakers,Aldo,Black,38,Yes,Yes,Yes,2
d1709,05/09/19,9551,Women,Flip Flops,Coach,Pink,41,Yes,Yes,No,5
d1710,06/09/19,8858,Women,Boots,Kate Spade,Red,37,Yes,Yes,Yes,1
d1711,07/09/19,9227,Women,Wedges,Adidas,Blue,41,Yes,No,Yes,2
d1712,08/09/19,8804,Women,Flip Flops,Kate Spade,Red,37,Yes,Yes,No,4
d1713,09/09/19,9798,Women,Flip Flops,Coach,Pink,41,Yes,No,No,4
d1714,10/09/19,9349,Women,Sneakers,Tommy Hilfiger,White,39,Yes,No,No,5
d1715,11/09/19,9609,Women,Flip Flops,Kate Spade,Red,40,Yes,No,No,5
d1716,12/09/19,9746,Women,Wedges,Kate Spade,Red,37,Yes,No,No,5
d1717,13/09/19,19672,Women,Stilettos,Aldo,Black,38,Yes,No,No,5
d1718,14/09/19,20309,Women,Boots,Tommy Hilfiger,White,41,Yes,Yes,Yes,2
d1719,15/09/19,19702,Women,Flip Flops,Adidas,Blue,39,Yes,No,No,5
d1720,16/09/19,18178,Women,Sneakers,Kate Spade,Red,41,Yes,No,Yes,1
d1721,17/09/19,19399,Women,Flip Flops,Kate Spade,Red,37,Yes,No,Yes,2
d1722,18/09/19,18406,Women,Sneakers,Adidas,Blue,40,Yes,No,No,4
d1723,19/09/19,18797,Women,Sneakers,Aldo,Black,39,Yes,Yes,No,4
d1724,20/09/19,18820,Women,Flip Flops,Kate Spade,Red,41,Yes,No,No,5
d1725,21/09/19,21424,Women,Sneakers,Tommy Hilfiger,White,38,Yes,Yes,No,5
d1726,22/09/19,18983,Women,Stilettos,Kate Spade,Red,38,Yes,Yes,No,5
d1727,23/09/19,18196,Women,Flip Flops,Kate Spade,Red,38,Yes,No,No,5
d1728,24/09/19,19093,Women,Flip Flops,Coach,Pink,41,Yes,No,Yes,2
d1729,25/09/19,17858,Women,Stilettos,Coach,Pink,37,Yes,Yes,No,5
d1730,26/09/19,20054,Women,Flip Flops,Aldo,Black,40,Yes,No,Yes,1
d1731,27/09/19,18902,Women,Boots,Coach,Pink,37,Yes,No,Yes,2
d1732,28/09/19,18536,Women,Flip Flops,Coach,Pink,41,Yes,Yes,No,4
d1733,29/09/19,18773,Women,Sneakers,Adidas,Blue,39,No,No,No,4
d1734,30/09/19,20227,Women,Flip Flops,Kate Spade,Red,39,Yes,No,Yes,3
d1735,01/10/19,20378,Women,Sneakers,Kate Spade,Red,41,Yes,No,Yes,1
d1736,02/10/19,20034,Women,Boots,Coach,Pink,37,Yes,No,Yes,1
d1737,03/10/19,19703,Women,Sneakers,Adidas,Blue,40,Yes,Yes,Yes,1
d1738,04/10/19,20183,Women,Stilettos,Coach,Pink,38,Yes,No,No,5
d1739,05/10/19,18708,Women,Flip Flops,Coach,Pink,37,Yes,No,No,5
d1740,06/10/19,19322,Women,Flip Flops,Coach,Pink,39,Yes,No,No,4
d1741,07/10/19,19073,Women,Sneakers,Coach,Pink,40,Yes,No,No,5
d1742,08/10/19,18178,Women,Sneakers,Aldo,Black,37,Yes,Yes,Yes,1
d1743,09/10/19,19691,Women,Sneakers,Coach,Pink,37,Yes,Yes,No,4
d1744,10/10/19,18775,Women,Boots,Aldo,Black,38,Yes,Yes,Yes,3
d1745,11/10/19,19973,Women,Boots,Adidas,Blue,41,Yes,Yes,Yes,1
d1746,12/10/19,19082,Women,Sneakers,Tommy Hilfiger,White,39,Yes,No,Yes,1
d1747,13/10/19,19118,Women,Boots,Adidas,Blue,37,Yes,Yes,Yes,1
d1748,14/10/19,17721,Women,Boots,Kate Spade,Red,37,Yes,No,No,5
d1749,15/10/19,17902,Women,Flip Flops,Kate Spade,Red,37,Yes,No,No,5
d1750,16/10/19,17056,Women,Boots,Kate Spade,Red,38,Yes,Yes,No,4
d1751,17/10/19,17655,Women,Wedges,Tommy Hilfiger,White,39,Yes,Yes,No,5
d1752,18/10/19,18719,Women,Sneakers,Adidas,Blue,40,Yes,Yes,Yes,1
d1753,19/10/19,18514,Women,Flip Flops,Kate Spade,Red,37,Yes,No,Yes,2
d1754,20/10/19,17969,Women,Stilettos,Coach,Pink,39,Yes,Yes,No,4
d1755,21/10/19,18878,Women,Stilettos,Aldo,Black,41,Yes,Yes,No,5
d1756,22/10/19,18549,Women,Boots,Aldo,Black,41,Yes,No,No,5
d1757,23/10/19,19399,Women,Sneakers,Coach,Pink,40,Yes,Yes,No,5
d1758,24/10/19,19253,Women,Boots,Coach,Pink,41,Yes,No,No,5
d1759,25/10/19,27664,Women,Sneakers,Kate Spade,Red,40,Yes,No,Yes,1
d1760,26/10/19,20833,Women,Flip Flops,Adidas,Blue,40,Yes,No,No,4
d1761,27/10/19,24614,Women,Sneakers,Adidas,Blue,40,Yes,No,No,5
d1762,28/10/19,27716,Women,Sneakers,Adidas,Blue,39,Yes,No,Yes,1
d1763,29/10/19,35959,Women,Sneakers,Tommy Hilfiger,White,38,Yes,No,Yes,2
d1764,30/10/19,16752,Women,Flip Flops,Coach,Pink,40,Yes,Yes,No,4
d1765,31/10/19,17445,Women,Sneakers,Kate Spade,Red,39,Yes,Yes,No,5
d1766,01/11/19,16823,Women,Flip Flops,Kate Spade,Red,38,Yes,No,No,5
d1767,02/11/19,17701,Women,Wedges,Tommy Hilfiger,White,38,Yes,No,No,5
d1768,03/11/19,16336,Women,Stilettos,Tommy Hilfiger,White,39,Yes,Yes,No,5
d1769,04/11/19,18481,Women,Stilettos,Adidas,Blue,39,Yes,Yes,Yes,1
d1770,05/11/19,19444,Women,Sneakers,Tommy Hilfiger,White,40,Yes,No,No,4
d1771,06/11/19,20034,Women,Boots,Adidas,Blue,40,Yes,No,No,5
d1772,07/11/19,18319,Women,Flip Flops,Coach,Pink,40,Yes,Yes,Yes,1
d1773,08/11/19,18949,Women,Boots,Adidas,Blue,40,Yes,Yes,No,5
d1774,09/11/19,18524,Women,Sneakers,Aldo,Black,37,Yes,No,Yes,1
d1775,10/11/19,18524,Women,Sneakers,Aldo,Black,39,Yes,No,No,4
d1776,11/11/19,18075,Women,Flip Flops,Aldo,Black,41,Yes,Yes,No,5
d1777,12/11/19,18642,Women,Wedges,Tommy Hilfiger,White,39,Yes,Yes,No,4
d1778,13/11/19,18874,Women,Sneakers,Tommy Hilfiger,White,37,Yes,No,No,5
d1779,14/11/19,19509,Women,Sneakers,Coach,Pink,41,Yes,Yes,Yes,1
d1780,15/11/19,21243,Women,Sneakers,Tommy Hilfiger,White,37,Yes,No,Yes,3
d1781,16/11/19,18955,Women,Flip Flops,Aldo,Black,41,Yes,Yes,Yes,1
d1782,17/11/19,19863,Women,Sneakers,Aldo,Black,37,Yes,No,No,5
d1783,18/11/19,19588,Women,Flip Flops,Kate Spade,Red,41,Yes,No,No,5
d1784,19/11/19,18609,Women,Boots,Kate Spade,Red,40,Yes,No,Yes,1
d1785,20/11/19,18663,Women,Boots,Aldo,Black,41,Yes,No,No,4
d1786,21/11/19,19355,Women,Sneakers,Coach,Pink,37,Yes,No,No,5
d1787,22/11/19,19978,Women,Flip Flops,Coach,Pink,39,Yes,Yes,No,4
d1788,23/11/19,20864,Women,Flip Flops,Coach,Pink,40,Yes,Yes,No,5
d1789,24/11/19,20091,Women,Flip Flops,Adidas,Blue,38,Yes,No,Yes,1
d1790,25/11/19,20480,Women,Flip Flops,Aldo,Black,41,Yes,Yes,Yes,3
d1791,26/11/19,20216,Women,Flip Flops,Aldo,Black,37,Yes,No,Yes,1
d1792,27/11/19,19568,Women,Wedges,Kate Spade,Red,38,Yes,No,No,5
d1793,28/11/19,19870,Women,Flip Flops,Kate Spade,Red,37,Yes,Yes,No,5
d1794,29/11/19,18807,Women,Boots,Aldo,Black,41,Yes,No,No,5
d1795,30/11/19,20762,Women,Flip Flops,Kate Spade,Red,41,Yes,No,No,4
d1796,01/12/19,19703,Women,Stilettos,Aldo,Black,38,Yes,No,No,4
d1797,02/12/19,20903,Women,Sneakers,Aldo,Black,41,Yes,Yes,Yes,1
d1798,03/12/19,20352,Women,Stilettos,Tommy Hilfiger,White,40,Yes,Yes,No,5
d1799,04/12/19,19536,Women,Wedges,Kate Spade,Red,39,Yes,No,No,5
d1800,05/12/19,18729,Women,Wedges,Coach,Pink,37,Yes,No,No,4
d1801,06/12/19,19232,Women,Flip Flops,Kate Spade,Red,37,Yes,No,No,4
d1802,07/12/19,18474,Women,Flip Flops,Coach,Pink,38,Yes,Yes,Yes,1
d1803,08/12/19,18356,Women,Stilettos,Coach,Pink,41,Yes,Yes,No,5
d1804,09/12/19,20672,Women,Stilettos,Coach,Pink,37,Yes,No,Yes,1
d1805,10/12/19,19296,Women,Boots,Adidas,Blue,38,Yes,Yes,Yes,1
d1806,11/12/19,19735,Women,Sneakers,Coach,Pink,38,Yes,No,No,5
d1807,12/12/19,19487,Women,Flip Flops,Tommy Hilfiger,White,39,Yes,No,No,5
d1808,13/12/19,20363,Women,Sneakers,Aldo,Black,39,Yes,No,No,5
d1809,14/12/19,21115,Women,Stilettos,Coach,Pink,38,No,No,No,5
d1810,15/12/19,20163,Women,Flip Flops,Tommy Hilfiger,White,38,Yes,No,No,5
d1811,16/12/19,28641,Women,Sneakers,Coach,Pink,40,Yes,No,Yes,1
d1812,17/12/19,20513,Women,Flip Flops,Adidas,Blue,40,Yes,Yes,No,5
d1813,18/12/19,24627,Women,Stilettos,Adidas,Blue,38,Yes,Yes,No,5
d1814,19/12/19,27603,Women,Flip Flops,Kate Spade,Red,40,Yes,No,Yes,1
d1815,20/12/19,35567,Women,Flip Flops,Aldo,Black,40,Yes,Yes,Yes,1
d1816,21/12/19,19690,Women,Sneakers,Tommy Hilfiger,White,38,Yes,No,No,5
d1817,22/12/19,18657,Women,Boots,Tommy Hilfiger,White,41,Yes,No,No,5
d1818,23/12/19,17949,Women,Stilettos,Tommy Hilfiger,White,40,Yes,Yes,No,5
d1819,24/12/19,18116,Women,Flip Flops,Coach,Pink,40,Yes,Yes,No,5
d1820,25/12/19,17339,Women,Stilettos,Tommy Hilfiger,White,37,Yes,No,No,5
d1821,26/12/19,19277,Women,Wedges,Kate Spade,Red,39,Yes,Yes,Yes,1
d1822,27/12/19,20692,Women,Sneakers,Tommy Hilfiger,White,39,Yes,Yes,No,5
d1823,28/12/19,22144,Women,Sneakers,Coach,Pink,40,Yes,No,Yes,1
d1824,29/12/19,19297,Women,Flip Flops,Tommy Hilfiger,White,40,Yes,No,Yes,3
d1825,30/12/19,19697,Women,Sneakers,Tommy Hilfiger,White,38,Yes,No,Yes,1
d1826,31/12/19,19864,Women,Flip Flops,Aldo,Black,38,Yes,No,Yes,1
